case_no,applicant_citizenship,visa_type,employer_name,job_city,job_state,wages,applicant_highest_education,major_study,decision_date,case_status
A-16099-94676,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Bachelor's,ENGINEERING (COMPUTER),7/25/2016,Certified
A-16099-94806,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Bachelor's,ENGINEERING (ELECTRONIC),7/25/2016,Certified
A-16098-94509,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Bachelor's,ENGINEERING (ELECTRONIC),7/25/2016,Certified
A-16098-94530,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Bachelor's,ENGINEERING (MECHANICAL),7/25/2016,Certified
A-16103-95965,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Bachelor's,ENGINEERING (ELECTRONIC),7/25/2016,Certified
A-16103-95941,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Bachelor's,ENGINEERING (ELECTRONIC),7/25/2016,Certified
A-16103-95948,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Bachelor's,ENGINEERING (COMPUTER),7/25/2016,Certified
A-16103-95973,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Bachelor's,ENGINEERING,7/25/2016,Certified
A-16099-95112,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Bachelor's,ENGINEERING (ELECTRONIC),7/25/2016,Certified
A-16102-95238,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Bachelor's,ENGINEERING (ELECTRONIC),7/25/2016,Certified
A-16102-95530,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Master's,SCIENCE (COMPUTER INFORMATION SYSTEMS),7/25/2016,Certified
A-16102-95734,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,66144,Bachelor's,ENGINEERING (ELECTRONIC),7/26/2016,Certified
A-16103-95928,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,66144,Bachelor's,ENGINEERING (ELECTRONIC),7/26/2016,Certified
A-16099-95081,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,66144,Bachelor's,SCIENCE (MATHEMATICS),7/26/2016,Certified
A-16113-00701,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,66144,Bachelor's,ENGINEERING (ELECTRONIC),7/26/2016,Certified
A-16102-95727,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Master's,ENGINEERING (COMPUTER),7/26/2016,Certified
A-16103-95869,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Master's,SCIENCE (COMPUTER INFORMATION SYSTEMS),7/26/2016,Certified
A-16103-95873,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Bachelor's,ENGINEERING,7/26/2016,Certified
A-16103-95855,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Master's,SCIENCE (INFORMATION SYSTEMS),7/26/2016,Certified
A-16103-95866,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Bachelor's,ENGINEERING (ELECTRONIC),7/26/2016,Certified
A-16103-95904,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Bachelor's,ENGINEERING (ELECTRONIC),7/26/2016,Certified
A-16103-95920,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Bachelor's,COMPUTER SCIENCE,7/26/2016,Certified
A-16118-02813,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,66144,Bachelor's,ENGINEERING (COMPUTER),7/27/2016,Certified
A-16097-93935,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,66144,Bachelor's,SCIENCE (INFORMATION SYSTEMS),7/27/2016,Certified
A-16111-99931,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,66144,Bachelor's,SCIENCE (DIGITAL MEDIA),7/27/2016,Certified
A-16111-99935,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,66144,Bachelor's,ENGINEERING (ELECTRONIC),7/27/2016,Certified
A-16111-99952,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,66144,Bachelor's,ENGINEERING,7/27/2016,Certified
A-16092-91919,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Bachelor's,ENGINEERING (COMPUTER),7/27/2016,Certified
A-16117-01848,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Bachelor's,ENGINEERING (COMPUTER),7/27/2016,Certified
A-16097-93956,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Bachelor's,ENGINEERING (ELECTRONIC),7/27/2016,Certified
A-16111-99906,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Master's,SCIENCE (COMPUTER INFORMATION SYSTEMS),7/27/2016,Certified
A-16111-99946,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Bachelor's,ENGINEERING (COMPUTER),7/27/2016,Certified
A-16111-99957,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Bachelor's,ENGINEERING (ELECTRONIC),7/27/2016,Certified
A-16133-09030,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Bachelor's,ENGINEERING (ELECTRONIC),7/27/2016,Certified
A-16103-95984,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Master's,SCIENCE (COMPUTER APPLICATIONS),7/27/2016,Certified
A-16117-02095,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Bachelor's,ENGINEERING,7/27/2016,Certified
A-16102-95350,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,66144,Other,SCIENCE (COMPUTER INFORMATION SYSTEMS),7/28/2016,Certified
A-12179-76526,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,Teaneck,NJ,101628.8,Bachelor's,SCIENCE (INFORMATION SYSTEMS),7/28/2016,Denied
A-12170-73172,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,Teaneck,NJ,117707.2,Bachelor's,ENGINEERING (ELECTRONIC),7/28/2016,Denied
A-12175-75304,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,Teaneck,NJ,117707.2,Bachelor's,ENGINEERING (ELECTRONIC),7/28/2016,Denied
A-12178-75985,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,Teaneck,NJ,101628.8,Bachelor's,COMPUTER SCIENCE,7/28/2016,Denied
A-12175-75268,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,Teaneck,NJ,101628.8,Bachelor's,ENGINEERING (COMPUTER),7/28/2016,Denied
A-15163-86179,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,76378,Bachelor's,ENGINEERING,7/28/2016,Denied
A-16118-02661,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Bachelor's,ENGINEERING (COMPUTER),7/28/2016,Certified
A-16102-95659,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Bachelor's,ENGINEERING (COMPUTER),7/28/2016,Certified
A-16102-95666,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Master's,COMPUTER SCIENCE,7/28/2016,Certified
A-16102-95735,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Bachelor's,SCIENCE (INFORMATION TECHNOLOGY),7/28/2016,Certified
A-16117-02116,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Bachelor's,ENGINEERING (COMPUTER),7/28/2016,Certified
A-16102-95356,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Bachelor's,ENGINEERING (COMPUTER),7/28/2016,Certified
A-16102-95365,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Bachelor's,ENGINEERING (COMPUTER),7/28/2016,Certified
A-16102-95422,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Master's,SCIENCE (COMPUTER INFORMATION SYSTEMS),7/28/2016,Certified
A-16102-95439,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Master's,SCIENCE (COMPUTER INFORMATION SYSTEMS),7/28/2016,Certified
A-16102-95552,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Bachelor's,ENGINEERING (COMPUTER),7/28/2016,Certified
A-16116-01296,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,66144,Other,SCIENCE (INFORMATION TECHNOLOGY),7/29/2016,Certified
A-16116-01270,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Master's,SCIENCE (COMPUTER INFORMATION SYSTEMS),7/29/2016,Certified
A-16116-01289,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Master's,SCIENCE  (COMPUTER INFORMATION SYSTEMS),7/29/2016,Certified
A-16098-94439,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Master's,SCIENCE (COMPUTER INFORMATION SYSTEMS),8/1/2016,Certified
A-16098-94497,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Master's,SCIENCE (COMPUTER INFORMATION SYSTEMS),8/1/2016,Certified
A-16123-04408,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,66144,Bachelor's,ENGINEERING,8/4/2016,Certified
A-16123-04638,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,66144,Bachelor's,SCIENCE (ELECTRONICS),8/4/2016,Certified
A-16123-04657,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,66144,Other,BUSINESS,8/4/2016,Certified
A-16116-01606,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,66144,Bachelor's,ENGINEERING (ELECTRONIC),8/4/2016,Certified
A-16120-04121,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,66144,Bachelor's,ENGINEERING,8/4/2016,Certified
A-16132-08511,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,66144,Other,"SCIENCE (ZOOLOGY, CHEMISTRY, AND BOTANY)",8/4/2016,Certified
A-16133-08920,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,66144,Bachelor's,SCIENCE (COMPUTER APPLICATIONS),8/4/2016,Certified
A-16133-08971,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,66144,Bachelor's,ENGINEERING (ELECTRONIC),8/4/2016,Certified
A-16124-04891,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,66144,Bachelor's,ENGINEERING (ELECTRONIC),8/4/2016,Certified
A-16119-03585,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,66144,Bachelor's,SCIENCE (INFORMATION TECHNOLOGY),8/4/2016,Certified
A-16120-04078,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Bachelor's,ENGINEERING,8/4/2016,Certified
A-16132-08204,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Master's,COMPUTER SCIENCE,8/4/2016,Certified
A-16123-04376,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Bachelor's,ENGINEERING (COMPUTER),8/4/2016,Certified
A-16116-01578,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Master's,SCIENCE (COMPUTER INFORMATION SYSTEMS),8/4/2016,Certified
A-16116-01610,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Master's,SCIENCE (COMPUTER INFORMATION SYSTEMS),8/4/2016,Certified
A-16116-01748,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Master's,SCIENCE (COMPUTER APPLICATIONS),8/4/2016,Certified
A-16120-04090,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Bachelor's,ENGINEERING,8/4/2016,Certified
A-16133-09140,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Bachelor's,ENGINEERING,8/4/2016,Certified
A-16133-08987,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Bachelor's,ENGINEERING (COMPUTER),8/4/2016,Certified
A-16133-08935,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Bachelor's,ENGINEERING (COMPUTER),8/4/2016,Certified
A-16133-08866,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Bachelor's,ENGINEERING (ELECTRONIC),8/4/2016,Certified
A-16133-08870,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Bachelor's,ENGINEERING (ELECTRONIC),8/4/2016,Certified
A-16133-08873,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Master's,SCIENCE (COMPUTER APPLICATIONS),8/4/2016,Certified
A-16133-08877,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Master's,SCIENCE (COMPUTER APPLICATIONS),8/4/2016,Certified
A-16133-08994,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Master's,ENGINEERING,8/4/2016,Certified
A-16133-09008,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Master's,SCIENCE (COMPUTER APPLICATIONS),8/4/2016,Certified
A-16120-03742,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Master's,SCIENCE (COMPUTER INFORMATION SYSTEMS),8/4/2016,Certified
A-16120-03755,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Master's,SCIENCE (MANAGEMENT OF IT AND IT ENABLED SERVICES),8/4/2016,Certified
A-16119-03400,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Bachelor's,ENGINERRING (ELECTRONIC),8/4/2016,Certified
A-16130-07097,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Bachelor's,ENGINEERING,8/5/2016,Certified
A-16123-04368,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,66144,Other,COMPUTER SCIENCE,8/5/2016,Certified
A-16119-03326,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,66144,Bachelor's,ENGINEERING (ELECTRONIC),8/5/2016,Certified
A-16117-01948,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,66144,Other,SCIENCE (PHYSICS),8/5/2016,Certified
A-16120-03940,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,66144,Bachelor's,ENGINEERING,8/5/2016,Certified
A-16120-03945,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,66144,Bachelor's,ENGINEERING (COMPUTER),8/5/2016,Certified
A-16092-92081,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,66144,Bachelor's,ENGINEERING (COMPUTER),8/5/2016,Certified
A-16119-03081,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,66144,Other,SCIENCE (COMPUTER INFORMATION SYSTEMS),8/5/2016,Certified
A-16132-08684,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,66144,Bachelor's,ENGINEERING (COMPUTER),8/5/2016,Certified
A-16120-03697,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,66144,Bachelor's,ENGINEERING (ELECTRONIC),8/5/2016,Certified
A-16120-03811,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,66144,Bachelor's,ENGINEERING (ELECTRONIC),8/5/2016,Certified
A-16120-03791,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,66144,Bachelor's,ENGINEERING (COMPUTER),8/5/2016,Certified
A-16120-03827,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,66144,Other,COMPUTER SCIENCE,8/5/2016,Certified
A-16032-67653,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Bachelor's,ENGINEERING (COMPUTER),8/5/2016,Certified
A-16097-93555,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Bachelor's,ENGINEERING (ELECTRONIC),8/5/2016,Certified
A-16118-02770,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Bachelor's,ENGINEERING (COMPUTER),8/5/2016,Certified
A-16096-93273,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Master's,SCIENCE (COMPUTER INFORMATION SYSTEMS),8/5/2016,Certified
A-16091-91343,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Bachelor's,ENGINEERING (ELECTRONIC),8/5/2016,Certified
A-16119-03129,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Bachelor's,ENGINEERING (COMPUTER),8/5/2016,Certified
A-16119-03173,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Master's,SCIENCE (COMPUTER APPLICATIONS),8/5/2016,Certified
A-16119-03181,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Bachelor's,ENGINEERING (ELECTRONIC),8/5/2016,Certified
A-16119-03233,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Master's,SCIENCE (COMPUTER INFORMATION SYSTEMS),8/5/2016,Certified
A-16119-03293,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Bachelor's,ENGINEERING (COMPUTER),8/5/2016,Certified
A-16119-03296,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Master's,SCIENCE (COMPUTER APPLICATIONS),8/5/2016,Certified
A-16119-03328,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Bachelor's,SCIENCE (TECHNOLOGY),8/5/2016,Certified
A-16117-02382,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Bachelor's,ENGINEERING (ELECTRONIC),8/5/2016,Certified
A-16120-04020,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Bachelor's,SCIENCE (INFORMATION TECHNOLOGY),8/5/2016,Certified
A-16120-04022,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Master's,SCIENCE (COMPUTER INFORMATION SYSTEMS),8/5/2016,Certified
A-16092-92025,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Bachelor's,ENGINEERING (ELECTRONIC),8/5/2016,Certified
A-16092-92094,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Master's,COMPUTER SCIENCE,8/5/2016,Certified
A-16132-08514,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Master's,SCIENCE (COMPUTER INFORMATION SYSTEMS),8/5/2016,Certified
A-16132-08516,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Master's,SCIENCE (COMPUTER APPLICATIONS),8/5/2016,Certified
A-16132-08518,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Master's,ENGINEERING (COMPUTER),8/5/2016,Certified
A-16132-08529,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Master's,SCIENCE (COMPUTER APPLICATIONS),8/5/2016,Certified
A-16132-08533,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Bachelor's,ENGINEERING (COMPUTER),8/5/2016,Certified
A-16132-08659,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Bachelor's,ENGINEERING (ELECTRONIC),8/5/2016,Certified
A-16095-92688,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Master's,SCIENCE (COMPUTER INFORMATION SYSTEMS),8/5/2016,Certified
A-16106-97900,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Bachelor's,SCIENCE (INFORMATION TECHNOLOGY),8/5/2016,Certified
A-16130-07137,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Master's,COMPUTER SCIENCE,8/5/2016,Certified
A-16090-90926,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Bachelor's,ENGINEERING (ELECTRONIC),8/5/2016,Certified
A-16084-88571,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Master's,SCIENCE (COMPUTER INFORMATION SYSTEMS),8/5/2016,Certified
A-16117-02149,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Bachelor's,ENGINEERING (COMPUTER),8/5/2016,Certified
A-16117-02241,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Master's,BUSINESS,8/5/2016,Certified
A-16119-03510,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Bachelor's,ENGINEERING (COMPUTER),8/5/2016,Certified
A-16089-90400,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Bachelor's,ENGINEERING (COMPUTER),8/5/2016,Certified
A-16096-93146,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,66144,Bachelor's,BUSINESS,8/8/2016,Certified
A-16132-08261,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,66144,Bachelor's,ENGINEERING (ELECTRONIC),8/8/2016,Certified
A-16120-03899,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,66144,Bachelor's,ENGINEERING (COMPUTER),8/8/2016,Certified
A-16120-04013,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,66144,Bachelor's,SCIENCE (COMPUTER INFORMATION SYSTEMS),8/8/2016,Certified
A-16120-04109,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,66144,Other,"SCIENCE (STATISTICS, MATHEMATICS AND COMPUTER SCIENCE)",8/8/2016,Certified
A-16090-90848,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,66144,Bachelor's,ENGINEERING (ELECTRONIC),8/8/2016,Certified
A-16118-02581,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Bachelor's,ENGINEERING (COMPUTER),8/8/2016,Certified
A-16118-02717,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Bachelor's,ENGINEERING (COMPUTER),8/8/2016,Certified
A-16096-93238,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Bachelor's,ENGINEERING,8/8/2016,Certified
A-16096-93246,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Bachelor's,ENGINEERING (ELECTRICAL),8/8/2016,Certified
A-16095-92392,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Master's,SCIENCE (COMPUTER INFORMATION SYSTEMS),8/8/2016,Certified
A-16095-92431,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Bachelor's,ENGINEERING (ELECTRONIC),8/8/2016,Certified
A-16095-92465,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Master's,SCIENCE (COMPUTER INFORMATION SYSTEMS),8/8/2016,Certified
A-16095-92516,INDIA,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,College Station,TX,81765,Bachelor's,ENGINEERING (ELECTRONIC),8/8/2016,Certified
